ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
BNP PARIBAS EASY JPM SCREENED EMBI GLOBAL DIVERSIFIED COMPOSITE,BNP Paribas Asset Management,LU1547515053,USD,25.00,1294.98,USD,06/07/2026
BNP PARIBAS EASY MSCI WORLD SRI PAB,BNP Paribas Asset Management,LU1615092217,EUR,25.00,1585.24,EUR,06/07/2026
BNP PARIBAS EASY MSCI CHINA MIN TE,BNP Paribas Asset Management,LU2314312922,USD,26.00,137.23,USD,06/07/2026
BNP PARIBAS EASY EUR CORP BOND SRI FOSSIL FREE ULTRASHORT DURATION,BNP Paribas Asset Management,LU2533812058,EUR,10.00,141.12,EUR,06/07/2026
BNP PARIBAS EASY ECPI GLOBAL ESG HYDROGEN ECONOMY,BNP Paribas Asset Management,LU2533813023,USD,30.00,20.06,USD,06/07/2026
BNP PARIBAS EASY ECPI GLOBAL ESG BLUE ECONOMY,BNP Paribas Asset Management,LU2533813296,USD,30.00,102.50,USD,06/07/2026
BNP PARIBAS EASY USD CORP BOND SRI FOSSIL FREE,BNP Paribas Asset Management,LU2616774076,USD,20.00,65.55,USD,06/07/2026
BNP PARIBAS EASY ESG ENHANCED EUR CORP BOND,BNP Paribas Asset Management,LU2697596745,EUR,,99.70,EUR,06/07/2026
BNP PARIBAS EASY ESG ENHANCED EUR GOVERNMENT BOND,BNP Paribas Asset Management,LU2697597552,EUR,12.00,176.96,EUR,06/07/2026
BNP PARIBAS EASY EUR CORP BOND SRI PAB 7-10Y,BNP Paribas Asset Management,LU2742532828,EUR,15.00,37.93,EUR,06/07/2026
BNP PARIBAS EASY JPM TILTED EMU GOVERNMENT BOND IG 10Y+,BNP Paribas Asset Management,LU2742533636,EUR,15.00,43.12,EUR,06/07/2026
BNP PARIBAS EASY MSCI JAPAN MIN TE,BNP Paribas Asset Management,LU2800573128,USD,15.00,2727.12,USD,06/07/2026
BNP PARIBAS EASY ESG ENHANCED EUR CORP BOND DECEMBER 2032,BNP Paribas Asset Management,LU2823895847,EUR,12.00,45.78,EUR,06/07/2026
BNP PARIBAS EASY JPM SCREENED EMBI GLOBAL DIVERSIFIED COMPOSITE,BNP Paribas Asset Management,LU2868144093,GBP,25.00,1294.98,GBP,06/07/2026
BNP PARIBAS EASY S&P 500 II,BNP Paribas Asset Management,LU2993390504,USD,,4055.68,USD,06/07/2026
BNP PARIBAS EASY ALPHA ENHANCED EUR CORP BOND,BNP Paribas Asset Management,LU2993394241,EUR,,91.69,EUR,06/07/2026
BNP PARIBAS EASY ALPHA ENHANCED USD CORP BOND,BNP Paribas Asset Management,LU2993397939,USD,,250.61,USD,06/07/2026
BNP PARIBAS EASY ALPHA ENHANCED GLOBAL HIGH YIELD,BNP Paribas Asset Management,LU2993401392,USD,,51.88,USD,06/07/2026
BNP PARIBAS EASY ALPHA ENHANCED EUROPE,BNP Paribas Asset Management,LU2993402101,EUR,13.00,59.38,EUR,06/07/2026
BNP PARIBAS EASY EUR OVERNIGHT,BNP Paribas Asset Management,LU3025345516,EUR,,1850.14,EUR,06/07/2026
BNP PARIBAS EASY BLOOMBERG EUROPE DEFENSE,BNP Paribas Asset Management,LU3047998896,EUR,35.11,582.03,EUR,06/07/2026
BNP PARIBAS EASY MSCI JAPAN MIN TE,BNP Paribas Asset Management,LU3125583602,GBP,15.00,2727.12,GBP,06/07/2026
