ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
BNP PARIBAS EASY S&P 500 SCORED AND SCREENED UCITS ETF,BNP Paribas Asset Management,IE0000VX9GN7,USD,13.00,888.52,USD,06/07/2026
BNP PARIBAS EASY ESG ENHANCED US UCITS ETF,BNP Paribas Asset Management,IE000130VPV5,USD,21.00,976.11,USD,06/07/2026
BNP PARIBAS EASY ESG ENHANCED WORLD UCITS ETF,BNP Paribas Asset Management,IE000629MKR4,USD,21.00,838.56,USD,06/07/2026
BNP PARIBAS EASY ECPI GLOBAL ESG INFRASTRUCTURE UCITS ETF,BNP Paribas Asset Management,IE0006O3TTP9,USD,31.00,511.32,USD,06/07/2026
BNP PARIBAS EASY FTSE EPRA NAREIT GLOBAL DEVELOPED GREEN CTB UCITS ETF,BNP Paribas Asset Management,IE0007YP0PL1,EUR,41.00,36.13,EUR,06/07/2026
BNP PARIBAS EASY MSCI WORLD MIN TE UCITS ETF,BNP Paribas Asset Management,IE0008FB2WZ1,USD,16.00,1235.68,USD,06/07/2026
BNP PARIBAS EASY ALPHA ENHANCED WORLD UCITS ETF,BNP Paribas Asset Management,IE0009WYJCP8,USD,,44.86,USD,06/07/2026
BNP PARIBAS EASY MSCI WORLD EQUAL WEIGHT SELECT UCITS ETF,BNP Paribas Asset Management,IE000ALI2E45,USD,,71.42,USD,06/07/2026
BNP PARIBAS EASY ALPHA ENHANCED US UCITS ETF,BNP Paribas Asset Management,IE000V3AQGW3,USD,,42.88,USD,06/07/2026
BNP PARIBAS EASY MSCI ACWI MIN TE UCITS ETF,BNP Paribas Asset Management,IE000WQ5O293,USD,22.00,89.00,USD,06/07/2026
BNP PARIBAS EASY ESG ENHANCED JAPAN UCITS ETF,BNP Paribas Asset Management,IE000YARBD10,EUR,20.00,402.09,EUR,06/07/2026
BNP PARIBAS EASY MSCI USA SMALL CAP MIN TE UCITS ETF,BNP Paribas Asset Management,IE000ZME9TM4,USD,,111.28,USD,06/07/2026
BNP PARIBAS EASY MSCI EMERGING MIN TE,BNP Paribas Asset Management,LU1291097779,EUR,27.00,3899.63,EUR,06/07/2026
BNP PARIBAS EASY MSCI EMU MIN TE,BNP Paribas Asset Management,LU1291098827,EUR,15.00,1994.98,EUR,06/07/2026
BNP PARIBAS EASY MSCI EUROPE MIN TE,BNP Paribas Asset Management,LU1291099718,EUR,15.00,4014.56,EUR,06/07/2026
BNP PARIBAS EASY MSCI USA MIN TE,BNP Paribas Asset Management,LU1291104575,EUR,15.00,1584.27,EUR,06/07/2026
BNP PARIBAS EASY MSCI PACIFIC EX JAPAN MIN TE,BNP Paribas Asset Management,LU1291106356,EUR,15.00,523.90,EUR,06/07/2026
BNP PARIBAS EASY LOW CARBON 100 EUROPE PAB,BNP Paribas Asset Management,LU1377382368,EUR,30.00,469.63,EUR,06/07/2026
