ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
FinEx Blockchain UCITS ETF,FinEx,IE000GBF7ZU3,USD,80.00,3.07,USD,30/06/2026
FinEx Emerging Markets ex Chindia UCITS ETF (USD),FinEx,IE0003KBK0Z6,USD,70.00,8.55,USD,30/06/2026
FinEx US REIT UCITS ETF,FinEx,IE0000CHPRB9,USD,60.00,9.73,USD,30/06/2026
FinEx Fallen Angels UCITS ETF (RUB),FinEx,IE000CK9ZWC0,RUB,70.00,936.88,RUB,30/06/2026
FinEx Video Gaming and eSports UCITS ETF,FinEx,IE00BNYK7W79,USD,90.00,14.99,USD,30/06/2026
FinEx US TIPS UCITS ETF (RUB),FinEx,IE00096YBNR3,RUB,35.00,1350.54,RUB,30/06/2026
FinEx US TIPS UCITS ETF,FinEx,IE00BNYK7X86,USD,25.00,17.37,USD,30/06/2026
FinEx Fallen Angels UCITS ETF,FinEx,IE00BMDKNN44,USD,60.00,12.05,USD,30/06/2026
FinEx Developed  Markets ex US UCITS ETF (USD),FinEx,IE00BMDKNM37,USD,90.00,55.36,USD,30/06/2026
FinEx Gold ETF,FinEx,IE00B8XB7377,USD,45.00,297.39,USD,30/06/2026
FinEx Global Equity UCITS ETF (USD),FinEx,IE00BK224L29,USD,136.00,66.40,USD,30/06/2026
FinEx Global Equity UCITS ETF (RUB),FinEx,IE00BK224M36,RUB,136.00,5163.12,RUB,30/06/2026
FinEx Cash Equivalents UCITS ETF (USD),FinEx,IE00BL3DYW26,USD,20.00,89.69,USD,30/06/2026
FinEx Cash Equivalents UCITS ETF (RUB),FinEx,IE00BL3DYX33,RUB,49.00,6973.38,RUB,30/06/2026
FinEx Russian RTS Equity UCITS ETF (USD),FinEx,IE00BQ1Y6480,USD,90.00,42.77,USD,30/06/2026
FinEx USA Information Technology UCITS ETF (MiniShares),FinEx,IE00BNC2D728,USD,90.00,492.22,USD,30/06/2026
FinEx USA Information Technology UCITS ETF,FinEx,IE00BD3QJ757,USD,90.00,492.22,USD,30/06/2026
FinEx USA UCITS ETF,FinEx,IE00BD3QHZ91,USD,90.00,375.40,USD,30/06/2026
FinEx Tradable Russian Corporate Bonds UCITS ETF (USD),FinEx,IE00BD5FH213,USD,50.00,47.50,USD,30/06/2026
FinEx Germany UCITS ETF,FinEx,IE00BD3QJN10,EUR,90.00,70.53,EUR,30/06/2026
FinEx China UCITS ETF,FinEx,IE00BD3QFB18,USD,90.00,164.68,USD,30/06/2026
FinEx FFIN Kazakhstan Equity ETF,FinEx,IE00BG0C3K84,KZT,139.00,8622.06,KZT,30/06/2026
