ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
Janus Henderson EUR Short Duration Income Active Core UCITS ETF,Janus Henderson,IE0002P9KZW1,GBP,,0.05012431,GBP,07/07/2026
US Short Duration High Yield Active Core UCITS ETF (USD) Acc.,Janus Henderson,IE0007W7MZL0,USD,49,9.88423534,EUR,07/07/2026
Janus Henderson USD Mortgage-Backed Securities Active Core UCITS ETF,Janus Henderson,IE0008B0OAD5,GBP,35.00,0.32580512,GBP,07/07/2026
Janus Henderson US Short Duration High Yield Active Core UCITS ETF,Janus Henderson,IE0008C3G0Y9,GBP,54.00,0.19927078,GBP,07/07/2026
US Transformational Growth High Conviction Equity UCITS ETF (USD) Acc.,Janus Henderson,IE0009ZTL4B5,USD,49,3.68378103,USD,07/07/2026
Japan High Conviction Equity UCITS ETF (JPY) Acc.,Janus Henderson,IE000CV0WWL4,JPY,49,1180.3807547,JPY,07/07/2026
Haitong Asia ex-Japan High Yield Corp USD Bond Screened Core UCITS ETF (USD),Janus Henderson,IE000GETKIK8,GBP,65,0.32068521,GBP,07/07/2026
Mexico Government Bond USD 10-30Y Core UCITS ETF,Janus Henderson,IE000J8RGOJ4,USD,20,1.35018036,USD,07/07/2026
Global High Yield Fallen Angels Paris-aligned Climate Core UCITS ETF,Janus Henderson,IE000JL9SV51,USD,50,1.63108124,USD,07/07/2026
GCC Sovereign USD Bond Core UCITS ETF,Janus Henderson,IE000L1I4R94,USD,45,3.36968467,USD,26/06/2026
GCC Sovereign USD Bond Core UCITS ETF (USD),Janus Henderson,IE000LJG9WK1,GBP,50,0.48699688,GBP,26/06/2026
Global High Yield Fallen Angels Paris-aligned Climate Core UCITS ETF (USD),Janus Henderson,IE000LSFKN16,GBP,55,7.25711713,GBP,07/07/2026
Haitong Asia ex-Japan High Yield Corp USD Bond Screened Core UCITS ETF,Janus Henderson,IE000LZC9NM0,USD,60,56.01903792,USD,07/07/2026
EUR Ultrashort IG Bond Paris-aligned Climate Core UCITS ETF (EUR),Janus Henderson,IE000P7C7930,GBP,18,0.8326603,GBP,07/07/2026
USD Mortgage-Backed Securities Active Core UCITS ETF,Janus Henderson,IE000RH1ZG27,USD,35,0.39469142,USD,07/07/2026
Haitong Asia ex-Japan High Yield Corp USD Bond Screened Core UCITS ETF (USD),Janus Henderson,IE000XIITCN5,GBP,65,0.27058369,GBP,07/07/2026
Global Research-Engineered Equity Active Core UCITS ETF (USD) Acc.,Janus Henderson,IE000Y3FZEN4,USD,30,5.82854359,USD,07/07/2026
USD Mortgage-Backed Securities Active Core UCITS ETF,Janus Henderson,IE000YMBL844,USD,35,32.89934176,USD,07/07/2026
US Enhanced Inflation Core UCITS ETF,Janus Henderson,IE00BMDWWS85,USD,29,5.41580081,USD,30/10/2025
US Enhanced Inflation Core UCITS ETF (USD),Janus Henderson,IE00BN0T9H70,GBP,34,6.13429629,GBP,30/10/2025
EUR AAA CLO Active Core UCITS ETF,Janus Henderson,LU2941599081,EUR,25,463.86173873,EUR,07/07/2026
EUR AAA CLO Active Core UCITS ETF,Janus Henderson,LU2941599248,USD,25,54.47542149,USD,07/07/2026
EUR AAA CLO Active Core UCITS ETF,Janus Henderson,LU2941599834,GBP,25,8.67226521,GBP,07/07/2026
USD AAA CLO Active Core UCITS ETF,Janus Henderson,LU2994520851,USD,25,346.12134851,USD,07/07/2026
USD AAA CLO Active Core UCITS ETF,Janus Henderson,LU2994520935,USD,25,16.92514087,USD,07/07/2026
USD AAA CLO Active Core UCITS ETF,Janus Henderson,LU2994521669,GBP,25,0.94621227,GBP,07/07/2026
