ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
AB Euro Corporate Bond UCITS ETF EUR Acc,AllianceBernstein,LU3322521785,EUR,29,199.88,EUR,31/05/2026
AB Global Corporate Bond UCITS ETF USD Acc,AllianceBernstein,LU3322522080,USD,29,51.74,USD,31/05/2026
AB Global Disruptors UCITS ETF USD Acc,AllianceBernstein,LU3322522163,USD,78,5.09,USD,31/05/2026
AB Global Research Advanced Equity UCITS ETF USD Acc,AllianceBernstein,LU3322522247,USD,25,10.07,USD,31/05/2026
AB USD Corporate Bond UCITS ETF USD Acc,AllianceBernstein,LU3322522593,USD,29,46.79,USD,31/05/2026
