ETF Name,Issuer,ISIN,Ticker,Exchange,AUM,Ongoing Charges,Date
PALMER SQUARE EUR CLO SENIOR DEBT INDEX UCITS ETF,Palmer Square,IE000JTHNWF0,PCL0,"XETR, LSE","€52,680,265",0.25%,23/06/2026
