ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
BetaPlus Enhanced Global Developed Sustainable Equity UCITS ETF - USD Acc ETF,Nordea,IE00060Z4AE1,USD,25,1616.89,USD,06/07/2026
BetaPlus Enhanced Global Sustainable Equity UCITS ETF - USD Acc ETF,Nordea,IE000ASNLWH9,USD,25,2563.62,USD,06/07/2026
BetaPlus Enhanced European Select Equity UCITS ETF - EUR Acc ETF,Nordea,IE000OJF8NN4,EUR,25,,EUR,06/07/2026
