ETF Name,Issuer,ISIN,Ticker,Exchange,AUM,Ongoing Charges,Date
PALMER SQUARE EUR CLO SENIOR DEBT INDEX UCITS ETF,Palmer Square,IE000JTHNWF0,PCL0,"XETR, LSE","€52,698,441",0.25%,26/06/2026
