Workbook Provider,ISIN,DistinctISINCount,Status,Latest Provider Hits,Repo File Hit Count,Repo File Samples
Xtrackers,LU0411075020,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0411075376,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0411078552,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0411078636,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0429458895,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0429459356,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0460391732,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0460391906,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0476289466,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0476289540,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0476289623,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0478205379,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0489337690,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0490618542,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0494592974,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0514694370,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0514694701,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0514695187,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0514695690,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0592215403,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0592217524,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0641006290,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0641006456,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0641007009,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0641007264,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0659579147,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0677077884,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0779800910,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0838780707,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0838782315,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0839027447,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0846194776,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0875160326,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0908508731,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0908508814,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0927735406,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0942970103,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU0942970368,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU1094612022,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU1109942653,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU1127514245,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
Xtrackers,LU1127516455,265,present_in_latest,xtrackers,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-23\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-24\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-25\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-28\xtrackers_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\xtrackers\2026-06-29\xtrackers_selected_fields.csv
