Workbook Provider,ISIN,DistinctISINCount,Status,Latest Provider Hits,Repo File Hit Count,Repo File Samples
HSBC,IE0006NCFSW9,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE0006RFB3X2,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE0007HPIXG8,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE0007P4PBU1,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE0007SZHO07,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE0008119MO8,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000845MQC5,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000893FCN6,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE0008JXFQK8,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000910ZA91,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00096S6AV7,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE0009BC6K22,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE0009PACXU3,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE0009RYSBF2,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE0009U8IBU8,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000AGFZM58,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000C692SN6,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000D2UDLG6,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000DKL1700,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000E8WZD37,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000EHRXW91,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000FNVOB27,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000G6GSP88,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000I5NV504,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000J3F4J90,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000J4HXHK1,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000JZ473P7,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000KCS7J59,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000KL4O2Z8,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000L6BRPZ8,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000LYBU7X5,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000MWUQBJ0,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000N5JOGS2,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000NOLCFO5,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000NVVIF88,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000O0KDG23,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000P1WR081,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000Q7EQ7R4,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000QW9E395,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000RN4ORI2,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000SGVQIZ9,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000SPKU8M9,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000T52YWD9,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
