ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
abrdn Future Raw Materials UCITS ETF,abrdn,IE000J7QYHD8,USD,45,37.54,USD,06/07/2026
abrdn Future Real Estate UCITS ETF,abrdn,IE000GGQK173,USD,40,70.61,USD,06/07/2026
abrdn Future Supply Chains UCITS ETF,abrdn,IE000G9O8QD4,USD,60,19.80,USD,06/07/2026
