ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
L&G Russell 2000 US Small Cap Quality UCITS ETF,L&G,IE00B3CNHJ55,GBP,30,215.6,USD,08/07/2026
L&G Russell 2000 US Small Cap Quality UCITS ETF,L&G,IE00B3CNHJ55,USD,30,215.6,USD,08/07/2026
L&G Russell 2000 US Small Cap Quality UCITS ETF,L&G,IE00B3CNHJ55,EUR,30,215.6,USD,08/07/2026
L&G Gold Mining UCITS ETF,L&G,IE00B3CNHG25,GBP,55,701.86,USD,08/07/2026
L&G Gold Mining UCITS ETF,L&G,IE00B3CNHG25,USD,55,701.86,USD,08/07/2026
L&G Gold Mining UCITS ETF,L&G,IE00B3CNHG25,EUR,55,701.86,USD,08/07/2026
L&G Gold Mining UCITS ETF,L&G,IE00B3CNHG25,CHF,55,701.86,USD,08/07/2026
L&G Gold Mining UCITS ETF,L&G,IE00B3CNHG25,MXN,55,701.86,USD,08/07/2026
L&G ROBO Global Robotics and Automation UCITS ETF,L&G,IE00BMW3QX54,EUR,80,1725.92,USD,08/07/2026
L&G ROBO Global Robotics and Automation UCITS ETF,L&G,IE00BMW3QX54,GBP,80,1725.92,USD,08/07/2026
L&G ROBO Global Robotics and Automation UCITS ETF,L&G,IE00BMW3QX54,USD,80,1725.92,USD,08/07/2026
L&G ROBO Global Robotics and Automation UCITS ETF,L&G,IE00BMW3QX54,CHF,80,1725.92,USD,08/07/2026
L&G ROBO Global Robotics and Automation UCITS ETF,L&G,IE00BMW3QX54,MXN,80,1725.92,USD,08/07/2026
L&G Cyber Security UCITS ETF,L&G,IE00BYPLS672,GBP,69,3677.77,USD,08/07/2026
L&G Cyber Security UCITS ETF,L&G,IE00BYPLS672,USD,69,3677.77,USD,08/07/2026
L&G Cyber Security UCITS ETF,L&G,IE00BYPLS672,EUR,69,3677.77,USD,08/07/2026
L&G Cyber Security UCITS ETF,L&G,IE00BYPLS672,CHF,69,3677.77,USD,08/07/2026
L&G Cyber Security UCITS ETF,L&G,IE00BYPLS672,MXN,69,3677.77,USD,08/07/2026
L&G Battery Value-Chain UCITS ETF,L&G,IE00BF0M2Z96,GBP,49,869.2,USD,08/07/2026
L&G Battery Value-Chain UCITS ETF,L&G,IE00BF0M2Z96,USD,49,869.2,USD,08/07/2026
L&G Battery Value-Chain UCITS ETF,L&G,IE00BF0M2Z96,EUR,49,869.2,USD,08/07/2026
L&G Battery Value-Chain UCITS ETF,L&G,IE00BF0M2Z96,CHF,49,869.2,USD,08/07/2026
L&G Battery Value-Chain UCITS ETF,L&G,IE00BF0M2Z96,MXN,49,869.2,USD,08/07/2026
L&G Pharma Breakthrough UCITS ETF,L&G,IE00BF0H7608,GBP,49,21.63,USD,08/07/2026
L&G Pharma Breakthrough UCITS ETF,L&G,IE00BF0H7608,USD,49,21.63,USD,08/07/2026
L&G Pharma Breakthrough UCITS ETF,L&G,IE00BF0H7608,EUR,49,21.63,USD,08/07/2026
L&G Pharma Breakthrough UCITS ETF,L&G,IE00BF0H7608,CHF,49,21.63,USD,08/07/2026
L&G Ecommerce Logistics UCITS ETF,L&G,IE00BF0M6N54,GBP,49,72.27,USD,08/07/2026
L&G Ecommerce Logistics UCITS ETF,L&G,IE00BF0M6N54,USD,49,72.27,USD,08/07/2026
L&G Ecommerce Logistics UCITS ETF,L&G,IE00BF0M6N54,EUR,49,72.27,USD,08/07/2026
L&G Ecommerce Logistics UCITS ETF,L&G,IE00BF0M6N54,CHF,49,72.27,USD,08/07/2026
L&G Ecommerce Logistics UCITS ETF,L&G,IE00BF0M6N54,MXN,49,72.27,USD,08/07/2026
L&G Longer Dated All Commodities UCITS ETF,L&G,IE00B4WPHX27,GBP,30,987.98,USD,08/07/2026
L&G Longer Dated All Commodities UCITS ETF,L&G,IE00B4WPHX27,USD,30,987.98,USD,08/07/2026
L&G Longer Dated All Commodities UCITS ETF,L&G,IE00B4WPHX27,EUR,30,987.98,USD,08/07/2026
L&G Longer Dated All Commodities UCITS ETF,L&G,IE00B4WPHX27,CHF,30,987.98,USD,08/07/2026
L&G All Commodities UCITS ETF,L&G,IE00BF0BCP69,GBP,15,398.38,USD,08/07/2026
L&G All Commodities UCITS ETF,L&G,IE00BF0BCP69,USD,15,398.38,USD,08/07/2026
L&G All Commodities UCITS ETF,L&G,IE00BF0BCP69,EUR,15,398.38,USD,08/07/2026
L&G DAX Daily 2x Long UCITS ETF,L&G,IE00B4QNHH68,EUR,40,43.22,EUR,08/07/2026
L&G DAX Daily 2x Long UCITS ETF,L&G,IE00B4QNHH68,GBP,40,43.22,EUR,08/07/2026
L&G DAX Daily 2x Short UCITS ETF,L&G,IE00B4QNHZ41,EUR,50,20.82,EUR,08/07/2026
L&G DAX Daily 2x Short UCITS ETF,L&G,IE00B4QNHZ41,GBP,50,20.82,EUR,08/07/2026
L&G FTSE 100 Leveraged (Daily 2x) UCITS ETF,L&G,IE00B4QNJJ23,GBP,50,21.3,GBP,08/07/2026
L&G FTSE 100 Super Short Strategy (Daily 2x) UCITS ETF,L&G,IE00B4QNK008,GBP,60,5.87,GBP,08/07/2026
L&G US Equity UCITS ETF,L&G,IE00BFXR5Q31,GBP,5,1489.84,USD,08/07/2026
L&G US Equity UCITS ETF,L&G,IE00BFXR5Q31,USD,5,1489.84,USD,08/07/2026
L&G US Equity UCITS ETF,L&G,IE00BFXR5Q31,EUR,5,1489.84,USD,08/07/2026
L&G UK Equity UCITS ETF,L&G,IE00BFXR5R48,GBP,5,183.43,GBP,08/07/2026
L&G UK Equity UCITS ETF,L&G,IE00BFXR5R48,EUR,5,183.43,GBP,08/07/2026
L&G Global Equity UCITS ETF,L&G,IE00BFXR5S54,GBP,10,1712.72,USD,08/07/2026
L&G Global Equity UCITS ETF,L&G,IE00BFXR5S54,USD,10,1712.72,USD,08/07/2026
L&G Global Equity UCITS ETF,L&G,IE00BFXR5S54,EUR,10,1712.72,USD,08/07/2026
L&G Japan Equity UCITS ETF,L&G,IE00BFXR5T61,GBP,10,874.72,USD,08/07/2026
L&G Japan Equity UCITS ETF,L&G,IE00BFXR5T61,USD,10,874.72,USD,08/07/2026
L&G Japan Equity UCITS ETF,L&G,IE00BFXR5T61,EUR,10,874.72,USD,08/07/2026
L&G Europe ex UK Equity UCITS ETF,L&G,IE00BFXR5V83,EUR,10,984.31,EUR,08/07/2026
L&G Europe ex UK Equity UCITS ETF,L&G,IE00BFXR5V83,GBP,10,984.31,EUR,08/07/2026
L&G Asia Pacific ex Japan Equity UCITS ETF,L&G,IE00BFXR5W90,GBP,10,749.99,USD,08/07/2026
L&G Asia Pacific ex Japan Equity UCITS ETF,L&G,IE00BFXR5W90,USD,10,749.99,USD,08/07/2026
L&G Asia Pacific ex Japan Equity UCITS ETF,L&G,IE00BFXR5W90,EUR,10,749.99,USD,08/07/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00BFXR6159,GBP,30,2817.94,USD,08/07/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00BFXR6159,USD,30,2817.94,USD,08/07/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00BFXR6159,EUR,30,2817.94,USD,08/07/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00BFXR6159,CHF,30,2817.94,USD,08/07/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE000IYBMW97,USD,30,2817.94,USD,08/07/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00011CA799,GBP,35,2109.79,GBP,08/07/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE0004O92CM1,GBP,30,2109.79,GBP,08/07/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE0006BISQN7,CHF,35,2272.88,CHF,08/07/2026
