ETF Name,Issuer,ISIN,CCY,TER(bps),Partial AUM(M),Total AUM(M),AUM CCY,Date
PALMER SQUARE EUR CLO SENIOR DEBT INDEX UCITS ETF,Palmer Square,IE000JTHNWF0,EUR,25.00,,52.75,EUR,07/07/2026
