ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
Pacer US Small Cap Cash Cows UCITS ETF (Acc),Pacer ETFs,IE000W7N50J7,USD,59.00,2.00,USD,08/07/2026
Pacer US Cash Cows 100 UCITS ETF Acc,Pacer ETFs,IE000IL7PZ05,USD,49.00,11.00,USD,08/07/2026
Pacer Global Cash Cows Dividend UCITS ETF Acc,Pacer ETFs,IE000E909O74,USD,60.00,8.00,USD,08/07/2026
Pacer Developed Markets International Cash Cows 100 UCITS ETF Acc,Pacer ETFs,IE000UD0O069,USD,65.00,9.00,USD,08/07/2026
