ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
Fidelity Global Equity Research Enhanced UCITS ETF ACC-USD,Fidelity International,IE00BKSBGV72,USD,25.00,291.46,USD,30/06/2026
Fidelity Emerging Markets Equity Research Enhanced UCITS ETF ACC-USD,Fidelity International,IE00BLRPN388,USD,30.00,4389.02,USD,30/06/2026
Fidelity Global Corp Bond Research Enhanced PAB UCITS ETF INC-USD,Fidelity International,IE00BM9GRM34,USD,25.00,52.25,USD,30/06/2026
Fidelity Global Corp Bond Research Enhanced PAB UCITS ETF ACC-GBP (Hedged),Fidelity International,IE00BM9GRN41,GBP,30.00,646.18,GBP,30/06/2026
Fidelity ESG USD EM Bond UCITS ETF INC-USD,Fidelity International,IE00BM9GRP64,USD,45.00,19.64,USD,30/06/2026
Fidelity ESG USD EM Bond UCITS ETF ACC-GBP (Hedged),Fidelity International,IE00BM9GRQ71,GBP,50.00,362.03,GBP,30/06/2026
Fidelity Japan Equity Research Enhanced UCITS ETF ACC-JPY,Fidelity International,IE00BNGFMX61,JPY,25.00,56505.25,JPY,30/06/2026
Fidelity Pacific ex-Japan Equity Research Enhanced UCITS ETF ACC-USD,Fidelity International,IE00BNGFMY78,USD,20.00,493.89,USD,30/06/2026
Fidelity Europe Quality Income UCITS ETF INC-EUR,Fidelity International,IE00BYSX4176,EUR,30.00,27.26,EUR,30/06/2026
Fidelity Europe Quality Income UCITS ETF ACC-EUR,Fidelity International,IE00BYSX4283,EUR,30.00,33.30,EUR,30/06/2026
Fidelity Europe Quality Income UCITS ETF ACC-GBP (hedged),Fidelity International,IE00BYSX4408,GBP,35.00,2.12,GBP,30/06/2026
Fidelity Emerging Markets Quality Income UCITS ETF INC-USD,Fidelity International,IE00BYSX4739,USD,50.00,170.97,USD,30/06/2026
Fidelity Emerging Markets Quality Income UCITS ETF ACC-USD,Fidelity International,IE00BYSX4846,USD,50.00,46.64,USD,30/06/2026
Fidelity US Quality Income UCITS ETF ACC-GBP (hedged),Fidelity International,IE00BYV03C98,GBP,30.00,6.31,GBP,30/06/2026
Fidelity Global Quality Income UCITS ETF INC-GBP (hedged),Fidelity International,IE00BYV1YF22,GBP,45.00,69.64,GBP,30/06/2026
Fidelity US Quality Income UCITS ETF INC-USD,Fidelity International,IE00BYXVGX24,USD,25.00,1447.99,USD,30/06/2026
Fidelity US Quality Income UCITS ETF ACC-USD,Fidelity International,IE00BYXVGY31,USD,25.00,362.75,USD,30/06/2026
Fidelity Global Quality Income UCITS ETF INC-USD,Fidelity International,IE00BYXVGZ48,USD,40.00,874.91,USD,30/06/2026
