ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
Goldman Sachs Access UK Gilts 1-10 Years UCITS ETF,Goldman Sachs Asset Management,IE0003MKK4H3,GBP,7,761.79,GBP,01/07/2026
Goldman Sachs ActiveBeta Paris-Aligned Sustainable US Large Cap Equity UCITS ETF,Goldman Sachs Asset Management,IE00BJ5CNR11,USD,14,157.60,USD,01/07/2026
Goldman Sachs Alpha Enhanced Emerging Markets Equity Active UCITS ETF,Goldman Sachs Asset Management,IE00084KY2F2,USD,30,0.22,USD,01/07/2026
Goldman Sachs Alpha Enhanced Emerging Markets Equity Active UCITS ETF,Goldman Sachs Asset Management,IE000KEFZYE7,USD,30,432.20,USD,01/07/2026
Goldman Sachs Alpha Enhanced Europe Equity Active UCITS ETF,Goldman Sachs Asset Management,IE000RITWOD4,EUR,25,501.01,EUR,01/07/2026
Goldman Sachs Alpha Enhanced Europe Equity Active UCITS ETF,Goldman Sachs Asset Management,IE000DQAQ6J3,EUR,25,0.10,EUR,01/07/2026
Goldman Sachs Alpha Enhanced Japan Equity Active UCITS ETF,Goldman Sachs Asset Management,IE0006NZSQW7,JPY,25,757.20,JPY,01/07/2026
Goldman Sachs Alpha Enhanced Japan Equity Active UCITS ETF,Goldman Sachs Asset Management,IE000ZUTO1I5,JPY,25,111451.73,JPY,01/07/2026
Goldman Sachs Alpha Enhanced US Equity Active UCITS ETF,Goldman Sachs Asset Management,IE000HYFO765,USD,20,312.23,USD,01/07/2026
Goldman Sachs Alpha Enhanced US Equity Active UCITS ETF,Goldman Sachs Asset Management,IE000PH09T78,USD,20,0.10,USD,01/07/2026
Goldman Sachs Alpha Enhanced World Equity Active UCITS ETF,Goldman Sachs Asset Management,IE000UFAX9L6,USD,25,254.19,USD,01/07/2026
Goldman Sachs Alpha Enhanced World Equity Active UCITS ETF,Goldman Sachs Asset Management,IE000PXXRS03,USD,25,0.10,USD,01/07/2026
Goldman Sachs Emerging Markets Green and Social Bond Active UCITS ETF,Goldman Sachs Asset Management,IE000GZD8ME7,EUR,55,26.11,USD,01/07/2026
Goldman Sachs Emerging Markets Green and Social Bond Active UCITS ETF,Goldman Sachs Asset Management,IE000EC86C06,USD,55,0.62,USD,01/07/2026
Goldman Sachs Emerging Markets Hard Currency Bond Active UCITS ETF,Goldman Sachs Asset Management,IE000M3UHD88,USD,45,0.52,USD,01/07/2026
Goldman Sachs EUR Government Bond Active UCITS ETF,Goldman Sachs Asset Management,IE0000MK7GG1,EUR,15,30.30,EUR,01/07/2026
Goldman Sachs EUR High Yield Bond Active UCITS ETF,Goldman Sachs Asset Management,IE000M02BVY5,EUR,35,101.99,EUR,01/07/2026
Goldman Sachs EUR Investment Grade Corporate Bond Active UCITS ETF,Goldman Sachs Asset Management,IE0009EDBBS3,EUR,18,29.76,EUR,01/07/2026
Goldman Sachs EUR Investment Grade Corporate Bond Active UCITS ETF,Goldman Sachs Asset Management,IE000O6GI299,EUR,18,8.95,EUR,01/07/2026
Goldman Sachs Global Credit Plus Active UCITS ETF,Goldman Sachs Asset Management,IE0002G3KSC2,EUR,29,0.81,USD,01/07/2026
Goldman Sachs Global Credit Plus Active UCITS ETF,Goldman Sachs Asset Management,IE000TZOB1X7,USD,29,18.98,USD,01/07/2026
Goldman Sachs Global Credit Plus Active UCITS ETF,Goldman Sachs Asset Management,IE000CWXN435,EUR,29,0.64,USD,01/07/2026
Goldman Sachs Global Credit Plus Active UCITS ETF,Goldman Sachs Asset Management,IE000FKMC6O9,GBP,29,0.46,USD,01/07/2026
Goldman Sachs Global Government Bond Active UCITS ETF,Goldman Sachs Asset Management,IE000JQ3ELQ8,USD,20,0.67,USD,01/07/2026
Goldman Sachs Global Government Bond Active UCITS ETF,Goldman Sachs Asset Management,IE000FRX67F3,EUR,20,7.82,USD,01/07/2026
Goldman Sachs Global Government Bond Active UCITS ETF,Goldman Sachs Asset Management,IE000UU89RZ0,GBP,20,0.46,USD,01/07/2026
Goldman Sachs Global Green Bond UCITS ETF,Goldman Sachs Asset Management,IE0004IR5U82,GBP,22,22.54,EUR,01/07/2026
Goldman Sachs Global Green Bond UCITS ETF,Goldman Sachs Asset Management,IE000REVDBO3,USD,22,4.85,EUR,01/07/2026
Goldman Sachs Global Green Bond UCITS ETF,Goldman Sachs Asset Management,IE000L0X6L81,EUR,22,49.67,EUR,01/07/2026
Goldman Sachs Global Green Bond UCITS ETF,Goldman Sachs Asset Management,IE000SYQFJV2,EUR,22,0.08,EUR,01/07/2026
Goldman Sachs Global Income Bond Opportunities Active UCITS ETF,Goldman Sachs Asset Management,IE0006R681H8,EUR,40,0.27,USD,01/07/2026
Goldman Sachs Global Income Bond Opportunities Active UCITS ETF,Goldman Sachs Asset Management,IE000D3E0G47,EUR,40,2.46,USD,01/07/2026
Goldman Sachs USD High Yield Bond Active UCITS ETF,Goldman Sachs Asset Management,IE0006B9CPY7,USD,35,101.20,USD,01/07/2026
Goldman Sachs USD Investment Grade Corporate Bond Active UCITS ETF,Goldman Sachs Asset Management,IE0004MXQ328,EUR,18,0.79,USD,01/07/2026
Goldman Sachs USD Investment Grade Corporate Bond Active UCITS ETF,Goldman Sachs Asset Management,IE000RRCJI06,USD,18,23.85,USD,01/07/2026
