ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
Market Access Rogers International Commodity Index UCITS ETF,Market Access,LU0249326488,EUR,60.00,55.71,EUR,01/07/2026
Market Access NYSE Arca Gold BUGS Index UCITS ETF,Market Access,LU0259322260,EUR,65.00,86.83,EUR,01/07/2026
Market Access Stoxx China A Minimum Variance Index UCITS ETF - EUR Share Class,Market Access,LU1750178011,CNH,45.00,288.55,CNH,03/07/2026
