ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),Date
L&G Longer Dated All Commodities UCITS ETF,L&G,IE00B4WPHX27,USD,30,974.91,28/06/2026
L&G Longer Dated All Commodities UCITS ETF,L&G,IE00B4WPHX27,EUR,30,974.91,28/06/2026
L&G Longer Dated All Commodities UCITS ETF,L&G,IE00B4WPHX27,CHF,30,974.91,28/06/2026
L&G All Commodities UCITS ETF,L&G,IE00BF0BCP69,GBP,15,395.05,28/06/2026
L&G All Commodities UCITS ETF,L&G,IE00BF0BCP69,USD,15,395.05,28/06/2026
L&G All Commodities UCITS ETF,L&G,IE00BF0BCP69,EUR,15,395.05,28/06/2026
L&G DAX Daily 2x Long UCITS ETF,L&G,IE00B4QNHH68,EUR,40,43.86,28/06/2026
L&G DAX Daily 2x Long UCITS ETF,L&G,IE00B4QNHH68,GBP,40,43.86,28/06/2026
L&G DAX Daily 2x Short UCITS ETF,L&G,IE00B4QNHZ41,EUR,50,22.23,28/06/2026
L&G DAX Daily 2x Short UCITS ETF,L&G,IE00B4QNHZ41,GBP,50,22.23,28/06/2026
L&G FTSE 100 Leveraged (Daily 2x) UCITS ETF,L&G,IE00B4QNJJ23,GBP,50,23.82,28/06/2026
L&G FTSE 100 Super Short Strategy (Daily 2x) UCITS ETF,L&G,IE00B4QNK008,GBP,60,5.73,28/06/2026
L&G US Equity UCITS ETF,L&G,IE00BFXR5Q31,GBP,500,1484.69,28/06/2026
L&G US Equity UCITS ETF,L&G,IE00BFXR5Q31,USD,500,1484.69,28/06/2026
L&G US Equity UCITS ETF,L&G,IE00BFXR5Q31,EUR,500,1484.69,28/06/2026
L&G UK Equity UCITS ETF,L&G,IE00BFXR5R48,GBP,500,178.76,28/06/2026
L&G UK Equity UCITS ETF,L&G,IE00BFXR5R48,EUR,500,178.76,28/06/2026
L&G Global Equity UCITS ETF,L&G,IE00BFXR5S54,GBP,10,1603.94,28/06/2026
L&G Global Equity UCITS ETF,L&G,IE00BFXR5S54,USD,10,1603.94,28/06/2026
L&G Global Equity UCITS ETF,L&G,IE00BFXR5S54,EUR,10,1603.94,28/06/2026
L&G Japan Equity UCITS ETF,L&G,IE00BFXR5T61,GBP,10,865.04,28/06/2026
L&G Japan Equity UCITS ETF,L&G,IE00BFXR5T61,USD,10,865.04,28/06/2026
L&G Japan Equity UCITS ETF,L&G,IE00BFXR5T61,EUR,10,865.04,28/06/2026
L&G Europe ex UK Equity UCITS ETF,L&G,IE00BFXR5V83,EUR,10,978.94,28/06/2026
L&G Europe ex UK Equity UCITS ETF,L&G,IE00BFXR5V83,GBP,10,978.94,28/06/2026
L&G Asia Pacific ex Japan Equity UCITS ETF,L&G,IE00BFXR5W90,GBP,10,737.03,28/06/2026
L&G Asia Pacific ex Japan Equity UCITS ETF,L&G,IE00BFXR5W90,USD,10,737.03,28/06/2026
L&G Asia Pacific ex Japan Equity UCITS ETF,L&G,IE00BFXR5W90,EUR,10,737.03,28/06/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00BFXR6159,GBP,30,2550.23,28/06/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00BFXR6159,USD,30,2550.23,28/06/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00BFXR6159,EUR,30,2550.23,28/06/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00BFXR6159,CHF,30,2550.23,28/06/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE000IYBMW97,USD,30,2550.23,28/06/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00011CA799,GBP,35,1931.19,28/06/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE0004O92CM1,GBP,30,1931.19,28/06/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE0006BISQN7,CHF,35,2065.21,28/06/2026
L&G Multi-Strategy Enhanced Commodities UCITS ETF,L&G,IE00022GJEG1,EUR,35,2241.63,28/06/2026
L&G Artificial Intelligence UCITS ETF,L&G,IE00BK5BCD43,GBP,49,1998.45,28/06/2026
L&G Artificial Intelligence UCITS ETF,L&G,IE00BK5BCD43,USD,49,1998.45,28/06/2026
L&G Artificial Intelligence UCITS ETF,L&G,IE00BK5BCD43,EUR,49,1998.45,28/06/2026
L&G Artificial Intelligence UCITS ETF,L&G,IE00BK5BCD43,CHF,49,1998.45,28/06/2026
L&G Artificial Intelligence UCITS ETF,L&G,IE00BK5BCD43,MXN,49,1998.45,28/06/2026
L&G Healthcare Technology & Innovation UCITS ETF,L&G,IE00BK5BC677,GBP,49,255.16,28/06/2026
L&G Healthcare Technology & Innovation UCITS ETF,L&G,IE00BK5BC677,USD,49,255.16,28/06/2026
L&G Healthcare Technology & Innovation UCITS ETF,L&G,IE00BK5BC677,EUR,49,255.16,28/06/2026
L&G Healthcare Technology & Innovation UCITS ETF,L&G,IE00BK5BC677,CHF,49,255.16,28/06/2026
L&G Clean Water UCITS ETF,L&G,IE00BK5BC891,GBP,49,721.71,28/06/2026
L&G Clean Water UCITS ETF,L&G,IE00BK5BC891,USD,49,721.71,28/06/2026
L&G Clean Water UCITS ETF,L&G,IE00BK5BC891,EUR,49,721.71,28/06/2026
L&G Clean Water UCITS ETF,L&G,IE00BK5BC891,CHF,49,721.71,28/06/2026
L&G Clean Water UCITS ETF,L&G,IE00BK5BC891,MXN,49,721.71,28/06/2026
L&G MSCI Europe Select UCITS ETF,L&G,IE00BKLTRN76,EUR,10,442.38,28/06/2026
L&G MSCI Europe Select UCITS ETF,L&G,IE00BKLTRN76,GBP,10,442.38,28/06/2026
L&G MSCI Europe Select UCITS ETF,L&G,IE00BKLTRN76,CHF,10,442.38,28/06/2026
L&G US ESG Paris Aligned UCITS ETF,L&G,IE00BKLWY790,GBP,12,198.34,28/06/2026
L&G US ESG Paris Aligned UCITS ETF,L&G,IE00BKLWY790,USD,12,198.34,28/06/2026
L&G US ESG Paris Aligned UCITS ETF,L&G,IE00BKLWY790,EUR,12,198.34,28/06/2026
L&G US ESG Paris Aligned UCITS ETF,L&G,IE00BKLWY790,CHF,12,198.34,28/06/2026
L&G Clean Energy UCITS ETF,L&G,IE00BK5BCH80,GBP,49,760.94,28/06/2026
L&G Clean Energy UCITS ETF,L&G,IE00BK5BCH80,USD,49,760.94,28/06/2026
L&G Clean Energy UCITS ETF,L&G,IE00BK5BCH80,EUR,49,760.94,28/06/2026
L&G Clean Energy UCITS ETF,L&G,IE00BK5BCH80,CHF,49,760.94,28/06/2026
L&G Clean Energy UCITS ETF,L&G,IE00BK5BCH80,MXN,49,760.94,28/06/2026
L&G UK Gilt 0-5 Year UCITS ETF,L&G,IE00BLRPQK69,GBP,6,268.91,28/06/2026
L&G China CNY Bond UCITS ETF,L&G,IE000F472DU7,EUR,30,93.01,28/06/2026
L&G China CNY Bond UCITS ETF,L&G,IE00BLRPQL76,GBP,30,105.99,28/06/2026
L&G China CNY Bond UCITS ETF,L&G,IE00BLRPQL76,USD,30,105.99,28/06/2026
L&G China CNY Bond UCITS ETF,L&G,IE00BLRPQL76,EUR,30,105.99,28/06/2026
L&G China CNY Bond UCITS ETF,L&G,IE00BLRPQL76,CHF,30,105.99,28/06/2026
L&G GBP Corporate Bond Screened UCITS ETF,L&G,IE00BLRPQM83,GBP,9,150.89,28/06/2026
L&G GBP Corporate Bond 0-5 Year Screened UCITS ETF,L&G,IE00BLRPQN90,GBP,9,99.9,28/06/2026
L&G Emerging Markets Government Bond (USD) 0-5 Year Screened UCITS ETF,L&G,IE00BLRPQP15,GBP,25,1058.87,28/06/2026
L&G Emerging Markets Government Bond (USD) 0-5 Year Screened UCITS ETF,L&G,IE00BLRPQP15,USD,25,1058.87,28/06/2026
L&G Emerging Markets Government Bond (USD) 0-5 Year Screened UCITS ETF,L&G,IE00BLRPQP15,EUR,25,1058.87,28/06/2026
L&G Emerging Markets Government Bond (USD) 0-5 Year Screened UCITS ETF,L&G,IE00BLRPQP15,CHF,25,1058.87,28/06/2026
L&G USD Corporate Bond Screened UCITS ETF,L&G,IE000NA8E2W0,EUR,12,79.58,28/06/2026
L&G USD Corporate Bond Screened UCITS ETF,L&G,IE00BLRPRD67,GBP,9,90.68,28/06/2026
L&G USD Corporate Bond Screened UCITS ETF,L&G,IE00BLRPRD67,USD,9,90.68,28/06/2026
L&G USD Corporate Bond Screened UCITS ETF,L&G,IE00BLRPRD67,EUR,9,90.68,28/06/2026
L&G USD Corporate Bond Screened UCITS ETF,L&G,IE00BLRPRD67,CHF,9,90.68,28/06/2026
L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF,L&G,IE000YPT5PG3,GBP,38,168.55,28/06/2026
L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF,L&G,IE000ZO4CUT7,EUR,38,195.23,28/06/2026
L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF,L&G,IE00BLCGR455,GBP,35,222.47,28/06/2026
L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF,L&G,IE00BLCGR455,USD,35,222.47,28/06/2026
L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF,L&G,IE00BLCGR455,CHF,35,222.47,28/06/2026
L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF,L&G,IE00BLRPRF81,GBP,35,222.47,28/06/2026
L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF,L&G,IE00BLRPRF81,USD,35,222.47,28/06/2026
L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF,L&G,IE00BLRPRF81,EUR,35,222.47,28/06/2026
L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF,L&G,IE00BLRPRF81,CHF,35,222.47,28/06/2026
L&G Emerging Markets Corporate Bond (USD) Screened UCITS ETF,L&G,IE0007EH5UK6,CHF,38,179.99,28/06/2026
L&G Hydrogen Economy UCITS ETF,L&G,IE00BMYDM794,GBP,49,517.95,28/06/2026
L&G Hydrogen Economy UCITS ETF,L&G,IE00BMYDM794,USD,49,517.95,28/06/2026
L&G Hydrogen Economy UCITS ETF,L&G,IE00BMYDM794,EUR,49,517.95,28/06/2026
L&G Hydrogen Economy UCITS ETF,L&G,IE00BMYDM794,CHF,49,517.95,28/06/2026
L&G Hydrogen Economy UCITS ETF,L&G,IE00BMYDM794,MXN,49,517.95,28/06/2026
L&G UK Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDM802,GBP,25,73.06,28/06/2026
L&G UK Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDM802,EUR,25,73.06,28/06/2026
L&G APAC ex-Japan Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDMB35,GBP,40,54.77,28/06/2026
L&G APAC ex-Japan Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDMB35,USD,40,54.77,28/06/2026
L&G APAC ex-Japan Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDMB35,EUR,40,54.77,28/06/2026
L&G APAC ex-Japan Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDMB35,CHF,40,54.77,28/06/2026
L&G Emerging Markets Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDMC42,GBP,45,61.76,28/06/2026
L&G Emerging Markets Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDMC42,USD,45,61.76,28/06/2026
L&G Emerging Markets Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDMC42,EUR,45,61.76,28/06/2026
L&G Emerging Markets Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDMC42,CHF,45,61.76,28/06/2026
L&G Europe ex-UK Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDM919,EUR,25,304.89,28/06/2026
L&G Europe ex-UK Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDM919,GBP,25,304.89,28/06/2026
L&G Europe ex-UK Quality Dividends Equal Weight UCITS ETF,L&G,IE00BMYDM919,CHF,25,304.89,28/06/2026
L&G Digital Payments UCITS ETF,L&G,IE00BF92J153,GBP,49,8.25,28/06/2026
L&G Digital Payments UCITS ETF,L&G,IE00BF92J153,USD,49,8.25,28/06/2026
L&G Digital Payments UCITS ETF,L&G,IE00BF92J153,EUR,49,8.25,28/06/2026
L&G Digital Payments UCITS ETF,L&G,IE00BF92J153,CHF,49,8.25,28/06/2026
L&G India INR Government Bond UCITS ETF,L&G,IE00BL6K6H97,GBP,39,706.86,28/06/2026
L&G India INR Government Bond UCITS ETF,L&G,IE00BL6K6H97,USD,39,706.86,28/06/2026
L&G India INR Government Bond UCITS ETF,L&G,IE00BL6K6H97,EUR,39,706.86,28/06/2026
L&G India INR Government Bond UCITS ETF,L&G,IE00BL6K6H97,CHF,39,706.86,28/06/2026
L&G India INR Government Bond UCITS ETF,L&G,IE000YSUEJ32,EUR,39,706.86,28/06/2026
L&G Cyber Security Innovation UCITS ETF,L&G,IE000ST40PX8,GBP,49,30.08,28/06/2026
L&G Cyber Security Innovation UCITS ETF,L&G,IE000ST40PX8,USD,49,30.08,28/06/2026
L&G Cyber Security Innovation UCITS ETF,L&G,IE000ST40PX8,EUR,49,30.08,28/06/2026
L&G Cyber Security Innovation UCITS ETF,L&G,IE000ST40PX8,CHF,49,30.08,28/06/2026
L&G Metaverse UCITS ETF,L&G,IE0004U3TX15,GBP,39,21.58,28/06/2026
L&G Metaverse UCITS ETF,L&G,IE0004U3TX15,USD,39,21.58,28/06/2026
L&G Metaverse UCITS ETF,L&G,IE0004U3TX15,EUR,39,21.58,28/06/2026
L&G Metaverse UCITS ETF,L&G,IE0004U3TX15,CHF,39,21.58,28/06/2026
L&G Asia Pacific ex Japan ESG Paris Aligned UCITS ETF,L&G,IE000Z9UVQ99,GBP,16,106.87,28/06/2026
L&G Asia Pacific ex Japan ESG Paris Aligned UCITS ETF,L&G,IE000Z9UVQ99,USD,16,106.87,28/06/2026
L&G Asia Pacific ex Japan ESG Paris Aligned UCITS ETF,L&G,IE000Z9UVQ99,EUR,16,106.87,28/06/2026
L&G Asia Pacific ex Japan ESG Paris Aligned UCITS ETF,L&G,IE000Z9UVQ99,CHF,16,106.87,28/06/2026
L&G Emerging Markets Equity UCITS ETF,L&G,IE000CBYU7J5,EUR,16,154.46,28/06/2026
L&G Emerging Markets Equity UCITS ETF,L&G,IE000CBYU7J5,GBP,16,154.46,28/06/2026
L&G Emerging Markets Equity UCITS ETF,L&G,IE000CBYU7J5,USD,16,154.46,28/06/2026
L&G Gerd Kommer Multifactor Equity UCITS ETF,L&G,IE0001UQQ933,USD,45,1726.98,28/06/2026
L&G Gerd Kommer Multifactor Equity UCITS ETF,L&G,IE0001UQQ933,EUR,45,1726.98,28/06/2026
L&G Gerd Kommer Multifactor Equity UCITS ETF,L&G,IE0001UQQ933,CHF,45,1726.98,28/06/2026
L&G Gerd Kommer Multifactor Equity UCITS ETF,L&G,IE000FPWSL69,EUR,45,1726.98,28/06/2026
L&G Gerd Kommer Multifactor Equity UCITS ETF,L&G,IE000FPWSL69,CHF,45,1726.98,28/06/2026
L&G Global Brands UCITS ETF,L&G,IE0007HKA9K1,GBP,39,47.3,28/06/2026
L&G Global Brands UCITS ETF,L&G,IE0007HKA9K1,USD,39,47.3,28/06/2026
L&G Global Brands UCITS ETF,L&G,IE0007HKA9K1,EUR,39,47.3,28/06/2026
L&G New Energy Commodities UCITS ETF,L&G,IE000BLN64M9,USD,65,15.03,28/06/2026
L&G New Energy Commodities UCITS ETF,L&G,IE000BLN64M9,GBP,65,15.03,28/06/2026
L&G New Energy Commodities UCITS ETF,L&G,IE000BLN64M9,EUR,65,15.03,28/06/2026
L&G Multi-Strategy Enhanced Commodities ex-Agriculture & Livestock UCITS ETF,L&G,IE000MQ5XEW1,USD,30,83.14,28/06/2026
L&G Multi-Strategy Enhanced Commodities ex-Agriculture & Livestock UCITS ETF,L&G,IE000MQ5XEW1,EUR,30,83.14,28/06/2026
L&G Corporate Bond ex-Banks Higher Ratings 0-2Y UCITS ETF,L&G,IE000YMQ2SC9,EUR,15,171.11,28/06/2026
L&G Corporate Bond ex-Banks Higher Ratings 0-2Y UCITS ETF,L&G,IE000CWS09Q9,GBP,12,194.99,28/06/2026
L&G Corporate Bond ex-Banks Higher Ratings 0-2Y UCITS ETF,L&G,IE000CWS09Q9,USD,12,194.99,28/06/2026
L&G Corporate Bond ex-Banks Higher Ratings 0-2Y UCITS ETF,L&G,IE000CWS09Q9,EUR,12,194.99,28/06/2026
L&G S&P 100 Equal Weight UCITS ETF,L&G,IE000YELA4E3,GBP,19,34.46,28/06/2026
L&G S&P 100 Equal Weight UCITS ETF,L&G,IE000YELA4E3,USD,19,34.46,28/06/2026
L&G S&P 100 Equal Weight UCITS ETF,L&G,IE000YELA4E3,EUR,19,34.46,28/06/2026
L&G S&P 100 UCITS ETF,L&G,IE000MU0FDZ8,GBP,15,4.96,28/06/2026
L&G S&P 100 UCITS ETF,L&G,IE000MU0FDZ8,USD,15,4.96,28/06/2026
L&G S&P 100 UCITS ETF,L&G,IE000MU0FDZ8,EUR,15,4.96,28/06/2026
L&G Global Quality Dividends UCITS ETF,L&G,IE0005AJA0P1,GBP,29,257.35,28/06/2026
L&G Global Quality Dividends UCITS ETF,L&G,IE0005AJA0P1,USD,29,257.35,28/06/2026
L&G Global Quality Dividends UCITS ETF,L&G,IE0005AJA0P1,EUR,29,257.35,28/06/2026
L&G Global Quality Dividends UCITS ETF,L&G,IE000MRIQ479,GBP,29,257.35,28/06/2026
L&G Global Quality Dividends UCITS ETF,L&G,IE000MRIQ479,USD,29,257.35,28/06/2026
L&G Global Quality Dividends UCITS ETF,L&G,IE000MRIQ479,EUR,29,257.35,28/06/2026
L&G Market Neutral Commodities UCITS ETF,L&G,IE000IIHLZL0,GBP,39,37.6,28/06/2026
L&G Market Neutral Commodities UCITS ETF,L&G,IE000IIHLZL0,USD,39,37.6,28/06/2026
L&G MSCI World Mid Cap UCITS ETF,L&G,IE000DPO6LM8,GBP,29,7.69,28/06/2026
L&G MSCI World Mid Cap UCITS ETF,L&G,IE000DPO6LM8,USD,29,7.69,28/06/2026
L&G MSCI World Mid Cap UCITS ETF,L&G,IE000DPO6LM8,EUR,29,7.69,28/06/2026
