ETF Name,Issuer,ISIN,Ticker,Exchange,AUM,Ongoing Charges,Date
PALMER SQUARE EUR CLO SENIOR DEBT INDEX UCITS ETF,Palmer Square,IE000JTHNWF0,PCL0,"XETR, LSE","€52,711,442",0.25%,29/06/2026
