ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),AUM CCY,Date
WAHED DOW JONES ISLAMIC WORLD UCITS ETF,Waystone,IE00073MUWT4,USD,49.00,56.01,USD,02/07/2026
Northern Trust Listed Private Equity UCITS ETF,Waystone,IE0008ZGI5C1,USD,40.00,320.20,USD,31/03/2025
Calamos Autocallable Income UCITS ETF,Waystone,IE000DHZXD61,USD,74.00,3.27,USD,02/07/2026
WAHED S&P 500 SHARIAH UCITS ETF,Waystone,IE000QF8TEK7,USD,49.00,101.64,USD,02/07/2026
CALAMOS AUTOCALLABLE INCOME UCITS ETF (USD DIS),Waystone,IE000ZDPZL69,USD,74.00,3.27,USD,02/07/2026
